29,9166;40
29,8541;40
30,9478;40
31,91651;40
30,32283;40
30,79156;40
30,69781;40
30,91655;40
30,13534;40
30,44782;40
30,19784;40
31,0728;40
30,29158;40
30,97905;40
31,0103;40
30,41658;40
30,76031;40
30,69781;40
30,60407;40
31,54152;40
30,57282;40
30,79156;40
30,41658;40
30,38533;40
